dataSource,value_O_wells,units_wells,value_O_heads,units_heads,value_O_drains,units_drains,Zone_1,Zone_2,Zone_3,Zone_4,Zone_5,Zone_6,Zone_7,Zone_8,Zone_9,Zone_10,Zone_11
865ccb4192f5c7b29da4aef763a152dc.csv,3080000000,ft3 (total for entire model),782.7005,feet (monthly average),18.292332,cfs,1.9,1.9,2,2,2,1.8,1.9,0.6,2,1.6,1.9
86622541641dea88a1238afd1b76a606.csv,3040000000,ft3 (total for entire model),783.0722,feet (monthly average),18.396332,cfs,1.9,1.9,1.9,2,2,1.3,1.9,0.7,1.9,2,1.8
866265f05167b86101253a07cd70e8cf.csv,3210000000,ft3 (total for entire model),782.04474,feet (monthly average),18.192303,cfs,1.6,1.5,1.9,2,2,1.9,1.9,0.7,1.9,2,1.9
8663fa6b5911bcd371b74cc7bc20d707.csv,3350000000,ft3 (total for entire model),781.1327,feet (monthly average),18.137243,cfs,1.9,1,1.9,2,1.9,1.5,2,0.8,2,2,2
8664938168fff78bc1ea8b6a1972f4ee.csv,3210000000,ft3 (total for entire model),781.96454,feet (monthly average),18.162825,cfs,1.9,1.7,2,2,1.9,1.8,2,0.7,2,1.9,1.9
86699bb7fc4ece1a9abd4ba76d1fa8ec.csv,2920000000,ft3 (total for entire model),783.48553,feet (monthly average),18.431147,cfs,1.9,1.9,2,2,1.9,2,1.9,0.6,1.9,2,1.7
8669c35303ae216b55cf0096dd9a6182.csv,3100000000,ft3 (total for entire model),783.1105,feet (monthly average),18.35308,cfs,0.9,1.5,2,2,1.9,2,1.9,0.6,1.9,1.9,1.9
866bcaef101162a8a0a9d3a3b75b3b97.csv,3490000000,ft3 (total for entire model),781.6687,feet (monthly average),18.122875,cfs,1,1,1,1,1,1,2,1,1.1,1,2
867d097efe2796e84fe52c31bbb735fb.csv,3200000000,ft3 (total for entire model),781.5819,feet (monthly average),18.221247,cfs,1.9,1.5,1.9,1.9,2,1.9,1.9,0.7,0.5,2,1.9
867f318fdad938975b6139e55af52527.csv,3080000000,ft3 (total for entire model),782.56866,feet (monthly average),18.272415,cfs,2,1.9,1.9,1.9,1.8,2,1.9,0.5,2,2,2
867fdcc882b5a2bd963313f25d9d767c.csv,3090000000,ft3 (total for entire model),782.5945,feet (monthly average),18.269764,cfs,2,1.9,1.9,2,1.9,1.9,1.9,0.6,1.9,1.3,1.9
86828851e72ba6a09227595c5f9eb5b8.csv,3080000000,ft3 (total for entire model),782.1389,feet (monthly average),18.340727,cfs,1.9,1.5,2,2,1.9,1.9,1.9,0.6,1.9,2,1.9
8688ffc8a825844e4f99c4416245e960.csv,2500000000,ft3 (total for entire model),787.1056,feet (monthly average),19.24938,cfs,1,1,1,1,1,1,1.2,1,1,1,1
868dd2970bb495eca62898bca92c18ab.csv,3000000000,ft3 (total for entire model),782.6379,feet (monthly average),18.42164,cfs,1.9,1.5,2,2,1.9,1.8,1.9,0.7,2,2,1.7
869881d53445222c20b5e126366c8aaf.csv,3240000000,ft3 (total for entire model),781.9031,feet (monthly average),18.053066,cfs,1.9,1.9,1.7,2,1.9,2,2,0.7,2,2,1.9
86a842a00a1751389222ae9ed07fa8f7.csv,4350000000,ft3 (total for entire model),776.1663,feet (monthly average),16.17592,cfs,2,1.9,2,1.9,1.9,1.9,2,1.6,2,1.9,1.9
86af77024638d54e96f3ec3e95bab18f.csv,3080000000,ft3 (total for entire model),782.02637,feet (monthly average),18.316786,cfs,2,1.5,1.9,1.4,2,2,1.9,0.6,2,1.9,1.9
86b1c7bd052067bf7a7feb43e83266de.csv,3310000000,ft3 (total for entire model),781.3022,feet (monthly average),18.058056,cfs,1.9,1.5,0.6,1.9,1.9,2,1.9,0.7,1.9,2,2
86bb0f4b9974493b188bfdc0aad55f12.csv,3220000000,ft3 (total for entire model),781.48517,feet (monthly average),18.16174,cfs,1.9,1.4,1.9,1.9,2,2,2,0.7,1.9,2,1.9
86c3766167145a0e418a73d578f5ed79.csv,3740000000,ft3 (total for entire model),778.746,feet (monthly average),17.357737,cfs,2,1.5,1.9,2,1.9,1.5,1.9,1.1,2,1.9,2
86cefd482135858dcd43ff4e0f0dc9de.csv,3110000000,ft3 (total for entire model),782.66504,feet (monthly average),18.235882,cfs,2,1.9,1.4,2,2,1.8,1.9,0.7,2,2,1.8
86d3e3524d820456620376390b79341b.csv,2580000000,ft3 (total for entire model),785.2934,feet (monthly average),18.802334,cfs,2,1.9,1.9,1.9,2,2,2,0.7,1.9,2,1.2
86d4d7279d113b852e84924797b6c20c.csv,3300000000,ft3 (total for entire model),781.579,feet (monthly average),18.112225,cfs,2,1.9,2,1.4,2,1,2,0.8,2,2,2
86e54631bed6beeba510d94f122c64de.csv,3210000000,ft3 (total for entire model),781.9161,feet (monthly average),18.08869,cfs,2,1.9,2,2,1.9,2,1.4,0.7,1.9,1.9,1.9
86ebaa58a850b3411f8c13c5971e8c2a.csv,3190000000,ft3 (total for entire model),781.54736,feet (monthly average),18.188396,cfs,2,1.5,1.9,1.9,2,1.9,1.7,0.7,2,2,1.9
86ebc9a45b5fe3d61dfab926a614d610.csv,3110000000,ft3 (total for entire model),782.5194,feet (monthly average),18.222677,cfs,2,1.9,1.9,2,2,1.8,1.9,0.7,2,2,1.8
86f2cc2662cda7024ac46d2992c77c50.csv,3070000000,ft3 (total for entire model),782.5709,feet (monthly average),18.343351,cfs,2,1.6,1.9,1.9,1.9,2,1.9,0.5,2,1.9,2
86f66e3121f0804f77d03b7f336c88e2.csv,3150000000,ft3 (total for entire model),782.52515,feet (monthly average),18.26712,cfs,1.9,1.9,2,2,2,1.2,1.9,0.8,1.9,1.9,1.8
86fc05e62c521639193c39929879499b.csv,2310000000,ft3 (total for entire model),786.3536,feet (monthly average),19.229193,cfs,1.9,1.5,2,2,1.9,1.8,1.9,0.6,1.9,2,1.1
86fdf666497143f7089ea15d13c6530b.csv,3060000000,ft3 (total for entire model),782.8251,feet (monthly average),18.295065,cfs,1.9,1.9,1.9,2,2,1.9,1.3,0.6,1.9,2,1.9
8707cecf174873b27846644428ac240a.csv,3210000000,ft3 (total for entire model),782.9278,feet (monthly average),18.152716,cfs,1.1,1.9,2,2,1.9,1.8,1.9,0.7,2,2,1.9
8708735cce04be0dcac8b1daa6e27b9b.csv,3130000000,ft3 (total for entire model),781.9264,feet (monthly average),18.277298,cfs,2,1.5,1.9,2,2,2,1.9,0.7,0.9,2,1.8
8708cdc99e4e0295a5ca584998ddf36c.csv,3220000000,ft3 (total for entire model),781.5166,feet (monthly average),18.191055,cfs,1.9,1.4,1.9,1.9,1.9,2,2,0.7,0.9,2,1.9
8710a1ebf07ceb7daa6199bd5375d58c.csv,3180000000,ft3 (total for entire model),781.56195,feet (monthly average),18.22439,cfs,2,1.5,1.9,2,2,1.9,2,0.6,1.9,2,2
87216bb1bb6d6ab4d7f9de5ba834c8b0.csv,3240000000,ft3 (total for entire model),781.45844,feet (monthly average),18.22613,cfs,1.9,1.5,1.9,2,2,1.5,1.9,0.7,1.9,1.3,2
8725942d15fa5fba8459e37f5c6e7481.csv,3290000000,ft3 (total for entire model),781.0915,feet (monthly average),18.105227,cfs,2,1.5,1.9,2,1.7,1.6,2,0.8,2,2,1.9
873fec331c627f2a6c5d768c0ff7dbeb.csv,3230000000,ft3 (total for entire model),781.4035,feet (monthly average),18.203495,cfs,1.9,1.5,2,1,2,1.2,2,0.9,1.9,2,1.8
874049cc88667f35103e4d80ba151820.csv,3370000000,ft3 (total for entire model),781.0808,feet (monthly average),18.115782,cfs,2,1.5,1,2,2,1,1.2,0.9,2,1.9,2
87404ffa394492e2a9ce156983f9c46b.csv,3180000000,ft3 (total for entire model),782.1797,feet (monthly average),18.128801,cfs,1.9,1.9,2,1.9,1.9,2,2,0.8,0.9,2,1.7
874c97307cdd92864d99f801f2dc43ce.csv,3210000000,ft3 (total for entire model),782.0402,feet (monthly average),18.122967,cfs,1.8,1.9,2,2,1.9,1.8,1.9,0.7,2,2,1.9
875575d4c35ed8b9e5c631ec83fb984a.csv,3180000000,ft3 (total for entire model),782.1205,feet (monthly average),18.191399,cfs,1.9,1.9,2,2,0.7,1.8,1.9,0.6,1.9,1.9,2
875abe3178de85de1f1ba982403e6499.csv,3360000000,ft3 (total for entire model),781.0433,feet (monthly average),18.094513,cfs,1.8,1.5,1.9,2,2,1,2,1,2,1.9,1.8
877558feda6241557152b7da47120dc0.csv,3080000000,ft3 (total for entire model),782.7484,feet (monthly average),18.312445,cfs,1.9,1.9,2,2,2,1.8,1.9,0.6,2,0.9,1.9
877cffdf6cfa3b6594549466f6e2ef27.csv,3220000000,ft3 (total for entire model),782.545,feet (monthly average),18.191254,cfs,0.8,1.5,1.9,2,1.9,2,1.9,0.7,2,2,1.9
8784c6203e237e03dbced36e33352b63.csv,3180000000,ft3 (total for entire model),781.6515,feet (monthly average),18.231833,cfs,1.9,1.4,2,1.5,1.9,1.8,2,0.7,2,2,1.9
87934ab29bdc0c3e7dbb5169e1c299d5.csv,3300000000,ft3 (total for entire model),782.0101,feet (monthly average),18.143038,cfs,2,1.9,0.5,2,2,1,2,0.8,2,2,2
87a57f88ab2b9e47e260d0d886bd1e15.csv,1850000000,ft3 (total for entire model),789.2773,feet (monthly average),19.68108,cfs,1.9,1.9,2,2,2,1.8,1.9,0.6,2,2,0.6
87a6e26d84905aa65c611734605f97a4.csv,2990000000,ft3 (total for entire model),782.8181,feet (monthly average),18.656763,cfs,2,1.5,1.9,2,2,0.6,2,0.6,1.9,2,2
87a7e182bfbfe6c7502a473110e87ebe.csv,3360000000,ft3 (total for entire model),780.7458,feet (monthly average),18.06372,cfs,2,1.5,2,2,1.9,1.4,2,0.8,2,1.9,2
87aeaf2cb5b5b1015064d2e3485ba38d.csv,1890000000,ft3 (total for entire model),788.67065,feet (monthly average),19.673172,cfs,1.9,1.5,2,2,2,1.9,2,0.7,1.9,1.9,0.5
87b00df0e72622a76180298b22332261.csv,3260000000,ft3 (total for entire model),781.4006,feet (monthly average),18.189522,cfs,1.9,1.5,2,2,2,1.2,2,0.9,1.7,2,1.8
87bc947658cfc32129de2638ce1ca1f7.csv,3170000000,ft3 (total for entire model),781.5728,feet (monthly average),18.24244,cfs,2,1.5,2,1.9,0.7,1.9,1.9,0.6,1.9,2,2
87ca557d0eac1663998512f219a4f461.csv,2080000000,ft3 (total for entire model),788.1043,feet (monthly average),19.402573,cfs,1.9,1.8,2,1.9,2,1.9,1.9,0.7,1.9,1.9,0.7
87da3cec21c4b50c6956082ac1186db5.csv,3210000000,ft3 (total for entire model),782.5819,feet (monthly average),18.22219,cfs,0.9,1.5,1.9,2,2,1.9,1.9,0.7,1.9,2,1.9
87e0205b770b9e4dc5d35b64bd1e82cc.csv,3180000000,ft3 (total for entire model),782.0901,feet (monthly average),18.346071,cfs,2,0.5,2,2,1.9,2,1.9,0.7,2,1.9,1.9
87e4e41d68c5fe4ccaf45a3d502ee3fe.csv,2130000000,ft3 (total for entire model),787.9378,feet (monthly average),19.291435,cfs,1.9,1.9,1.9,2,1.9,2,1.9,0.8,1.9,2,0.6
87e8a08edbeed22ae5917c741c165133.csv,3300000000,ft3 (total for entire model),781.69836,feet (monthly average),18.146406,cfs,2,1.9,1.9,2,2,1,2,0.8,2,0.6,2
87fd74d207924e67f61c8b0dd01258e8.csv,3220000000,ft3 (total for entire model),781.8644,feet (monthly average),18.085695,cfs,2,1.9,2,1.7,1.9,1.9,2,0.7,1.9,1.9,1.9
87fd923309f934eaa01c8bc44b2550c1.csv,4720000000,ft3 (total for entire model),773.8666,feet (monthly average),15.26834,cfs,1.9,1.5,1.9,1.9,1.9,2,2,1.9,2,1.9,1.9
880096697f8f0f06cf0b6c28428f4730.csv,3080000000,ft3 (total for entire model),782.1386,feet (monthly average),18.347078,cfs,1.9,1.5,1.9,1.6,1.9,1.9,2,0.6,1.9,1.9,1.9
88037d5e1b4ca3b59aae1fe51c5d8f66.csv,3380000000,ft3 (total for entire model),780.6856,feet (monthly average),18.007456,cfs,1.9,1.5,1.9,2,2,1.6,1.9,0.8,2,2,2
8809f9ca0ad5f550bc4bd2806615047c.csv,3180000000,ft3 (total for entire model),781.4243,feet (monthly average),18.171974,cfs,1.9,1.5,2,0.6,1.9,2,1.9,0.7,1.9,2,1.9
880fec52158f78946727939047ac495e.csv,3360000000,ft3 (total for entire model),780.79877,feet (monthly average),18.05504,cfs,1.9,1.5,1.9,2,2,1.5,1.9,0.8,1.9,1.6,2
882109016669fc86b8b2c57a00a03865.csv,3260000000,ft3 (total for entire model),781.4171,feet (monthly average),18.205713,cfs,1.9,1.5,2,1.9,2,1.2,2,0.9,1.2,2,1.8
88266c6c00a1b879fd4c5d97a299c914.csv,3280000000,ft3 (total for entire model),781.43524,feet (monthly average),18.234852,cfs,2,1.5,1,1.5,2,1,2,0.8,1.9,1.9,2
8829ffc689a03c6af3058827ad927afe.csv,3190000000,ft3 (total for entire model),781.8071,feet (monthly average),18.236801,cfs,1.9,1.5,1.1,2,2,1.8,1.9,0.7,1.9,1.9,1.9
88341e076897377be5ca89b88afe6b54.csv,3080000000,ft3 (total for entire model),782.56824,feet (monthly average),18.270653,cfs,2,1.9,1.9,1.9,2,2,1.9,0.5,2,2,2
8845fd0a04f2e5d85326a90c38fb7e28.csv,3260000000,ft3 (total for entire model),781.2545,feet (monthly average),18.168528,cfs,2,1.5,1.9,2,2,1.6,1.9,0.7,2,1.9,2
8849712d6aca3b15ca68bff9260826f2.csv,3190000000,ft3 (total for entire model),781.44855,feet (monthly average),18.167856,cfs,1.9,1.5,1.9,0.8,1.9,2,1.9,0.7,2,2,1.9
8851430be5ffa96305782949446fe970.csv,2810000000,ft3 (total for entire model),783.6439,feet (monthly average),18.640305,cfs,1.9,1.5,2,2,1.9,1.8,1.9,0.7,1.9,1.9,1.5
8852450f392b95c53e2996373d3911d5.csv,3260000000,ft3 (total for entire model),781.94977,feet (monthly average),18.095648,cfs,1.3,1.5,2,1.9,1.9,2,2,0.8,2,1.9,1.8
8853e258a3200a5c0dbfbae60245aa0e.csv,3190000000,ft3 (total for entire model),782.5222,feet (monthly average),18.249243,cfs,1,1.5,2,2,1.9,2,1.8,0.6,1.8,2,2
8856bb2ae06a2ec508b553b196e1153a.csv,3180000000,ft3 (total for entire model),781.42,feet (monthly average),18.189125,cfs,2,1.5,2,0.7,1.9,1.9,2,0.7,2,2,1.9
8859eb50dfc30a7f2cb07360f14dd120.csv,3300000000,ft3 (total for entire model),781.2283,feet (monthly average),18.092491,cfs,1.9,1.5,1.2,2,1.9,1.9,1.9,0.7,2,1.9,2
88629016b86adfd4fb79741a7f324a70.csv,3310000000,ft3 (total for entire model),780.995,feet (monthly average),18.0138,cfs,1.8,1.5,2,2,1.9,2,1.8,0.7,1.8,2,2
88635f1d8dfd0c56806488d28658d15a.csv,3150000000,ft3 (total for entire model),782.3896,feet (monthly average),18.156042,cfs,1.9,1.9,1.8,2,2,2,2,0.7,2,2,1.8
887c7a132251dcf21300987cf9200e2f.csv,3030000000,ft3 (total for entire model),782.6845,feet (monthly average),18.332262,cfs,2,1.9,1.9,0.6,2,1.9,1.9,0.5,2,1.9,2
887e76f4b27eabc54e2af5f3ae1eabcc.csv,3020000000,ft3 (total for entire model),782.50665,feet (monthly average),18.413012,cfs,1.9,1.5,2,1.9,1.9,1.9,0.9,0.6,2,1.9,1.9
888449c53d33a6d461ac15e64c33b824.csv,4010000000,ft3 (total for entire model),777.5205,feet (monthly average),16.82385,cfs,1.9,1.5,1.9,2,2,1.6,1.9,1.3,1.9,2,2
888a4d5b36b4d82fb3e1cfd1dc8f3e7c.csv,3210000000,ft3 (total for entire model),781.42883,feet (monthly average),18.182482,cfs,2,1.5,2,1.9,2,2,1.8,0.7,0.8,1.9,1.9
88bbe7f3aa666035b71aaf4f168db7fc.csv,3730000000,ft3 (total for entire model),778.8667,feet (monthly average),17.184742,cfs,1.9,1.5,1.9,1.9,1.9,2,2,1.1,2,1.9,1.9
88c16fa85ae4f666937ea1479ce41def.csv,3260000000,ft3 (total for entire model),781.7713,feet (monthly average),18.032364,cfs,2,1.9,2,2,1.9,1.9,2,0.8,2,1.4,1.8
88c479bba2d41acd196f5c8b625be9a6.csv,3190000000,ft3 (total for entire model),781.6508,feet (monthly average),18.235346,cfs,1.9,1.4,2,1.9,0.6,1.8,2,0.7,2,2,1.9
88c8b769fd8ea5277ef3c558ac2f5f2f.csv,4700000000,ft3 (total for entire model),773.9627,feet (monthly average),15.331427,cfs,1.9,1.5,2,1.9,2,1.9,1.9,1.9,2,2,1.9
88ccd19087544f420a94222beff2c5db.csv,3200000000,ft3 (total for entire model),781.9761,feet (monthly average),18.304865,cfs,1.9,0.7,1.9,2,1.9,2,2,0.7,2,1.9,1.9
88ce1a54c3dff61e3bfd089a170c13d9.csv,3110000000,ft3 (total for entire model),782.2024,feet (monthly average),18.41459,cfs,2,1.5,1.9,2,2,1,2,0.8,1.9,1.9,1.8
88d2db02d45ff0deb46de927eadee0c9.csv,3090000000,ft3 (total for entire model),782.7302,feet (monthly average),18.29595,cfs,2,1.9,2,1.9,1.9,1.4,2,0.8,2,1.9,1.7
88d78b3873f76a65a36f630f4465c737.csv,3280000000,ft3 (total for entire model),781.09955,feet (monthly average),18.115067,cfs,1.9,1.5,2,1.9,1.9,1.8,1.9,0.7,1.6,2,2
88de0f242b573e26f35674d24511e7e0.csv,3100000000,ft3 (total for entire model),783.1292,feet (monthly average),18.357365,cfs,0.8,1.5,2,2,1.9,2,1.9,0.6,1.9,1.9,1.9
88e20a1ed7dd0c9091fbe1ba1979b27e.csv,3080000000,ft3 (total for entire model),782.11914,feet (monthly average),18.34993,cfs,1.9,1.5,2,1.9,1.9,1.9,2,0.6,1.5,1.9,1.9
88eaaece8dfe97bfb69ec5e16243b47f.csv,3360000000,ft3 (total for entire model),780.74396,feet (monthly average),18.044304,cfs,2,1.5,1.9,2,1.9,1.5,1.8,0.8,2,2,2
88fca02c6ff9512f02d858a6d04e27a2.csv,2910000000,ft3 (total for entire model),783.54315,feet (monthly average),18.453642,cfs,1.9,1.9,2,2,2,1.9,2,0.6,2,2,1.7
8901a64c7d5c439f7e54c30d20852f07.csv,3300000000,ft3 (total for entire model),781.5421,feet (monthly average),18.027359,cfs,1.9,1.9,2,1.9,1.9,1.8,2,0.7,2,1.3,2
8901e9c2febeba85714d1fb1498aa06d.csv,3310000000,ft3 (total for entire model),780.94037,feet (monthly average),18.010895,cfs,1.9,1.5,2,2,2,2,1.8,0.7,1.8,1.9,2
890b56bd1dbfe59cc7f3e12ea66941f6.csv,3110000000,ft3 (total for entire model),783.31635,feet (monthly average),18.345268,cfs,0.5,1.5,1.9,1.9,2,1.9,1.9,0.7,2,2,1.8
8918504a484c2afc77b917b792c7ebc8.csv,3380000000,ft3 (total for entire model),781.1849,feet (monthly average),18.018831,cfs,1.7,1.5,1.9,2,2,1.6,1.9,0.8,1.9,2,2
89189f641ffc21f43d4a26e397a4b8e5.csv,3240000000,ft3 (total for entire model),781.8476,feet (monthly average),18.049765,cfs,1.9,1.9,1.9,2,2,2,2,0.7,1.9,2,1.9
891eb7b4cd4392681e286d856503fecd.csv,3290000000,ft3 (total for entire model),781.56,feet (monthly average),18.056955,cfs,2,1.8,2,1.9,2,1.8,1.9,0.7,1.9,1.4,2
8921f166ce286fa69e357c6b406fb8e5.csv,3100000000,ft3 (total for entire model),782.03314,feet (monthly average),18.326073,cfs,1.9,1.5,2,2,1.9,2,2,0.6,1.1,1.9,1.9
89252c16c3667ba583d621212c1e3b26.csv,3710000000,ft3 (total for entire model),778.9341,feet (monthly average),17.24207,cfs,1.9,1.5,2,2,1.9,1.9,2,1.1,2,1.9,1.9
8929a597f950bc75670b8f330518c949.csv,3280000000,ft3 (total for entire model),781.88116,feet (monthly average),18.153208,cfs,2,1.9,1,1,1.9,1,2,0.8,2,1.9,2
892cd860d1bef1f1c1321e49c34f29a6.csv,2190000000,ft3 (total for entire model),787.1982,feet (monthly average),19.427502,cfs,2,1.5,2,1.9,1.9,1,2,0.9,1.9,1.9,0.7
893fe12022418cea21c03b54f58be7fd.csv,3310000000,ft3 (total for entire model),782.1319,feet (monthly average),18.122133,cfs,0.7,1.4,2,2,1.9,2,1.8,0.7,1.8,1.9,2
894866ec40d0ad37f7c8bd312b75ede6.csv,3620000000,ft3 (total for entire model),779.4171,feet (monthly average),17.389305,cfs,2,1.5,1.9,1.9,1.9,1.9,2,1.1,1.9,2,1.8
894903015f7fd8d98bbba6e389b0f203.csv,3180000000,ft3 (total for entire model),782.1309,feet (monthly average),18.356073,cfs,1.9,0.6,2,2,1.9,1.9,2,0.7,2,1.9,1.9
8956de2dfdea976c6ace3df0129544fe.csv,3170000000,ft3 (total for entire model),782.18506,feet (monthly average),18.109364,cfs,1.9,1.9,2,1.8,1.9,2,1.9,0.8,1.9,2,1.7
895d2736cc070bc42e45f06b757a810a.csv,3240000000,ft3 (total for entire model),781.4336,feet (monthly average),18.223188,cfs,2,1.4,1.9,2,1.9,1.5,1.9,0.7,2,1.9,2
89615d32d23edfc6a9196f1123202836.csv,3180000000,ft3 (total for entire model),782.8979,feet (monthly average),18.118904,cfs,1.4,1.9,2,1.9,1.9,2,2,0.8,2,2,1.7
8964df73ad9a6e4397664507d1e3b01a.csv,3240000000,ft3 (total for entire model),782.301,feet (monthly average),18.155096,cfs,1,1.5,2,1.9,1.9,1.9,2,0.8,2,1.9,1.8
8967f9430bda875fb0eb1a892b02530d.csv,3150000000,ft3 (total for entire model),782.28546,feet (monthly average),18.178185,cfs,2,1.9,2,1.9,2,2,0.9,0.6,2,1.9,2
8972478b54711443fdd052c43ddbf24e.csv,3270000000,ft3 (total for entire model),781.32697,feet (monthly average),18.165354,cfs,1.9,1.2,2,1.9,1.9,1.8,1.9,0.7,2,2,2
8974b1d0f8a408ef45556157036af78e.csv,3110000000,ft3 (total for entire model),782.7559,feet (monthly average),18.306902,cfs,1.4,1.5,1.9,1.9,2,1.9,1.9,0.7,2,2,1.8
897720349d42b39390e1da80c93dc137.csv,3050000000,ft3 (total for entire model),782.6754,feet (monthly average),18.312605,cfs,2,1.9,1.9,1.6,2,1.9,1.9,0.5,2,1.9,2
897d0883e16f080c8febb046afe67688.csv,4290000000,ft3 (total for entire model),776.611,feet (monthly average),16.435884,cfs,2,1.9,1.9,2,2,1.5,1.9,1.6,2,2,1.9
898cbc7ed8d7a2ce6e7d79ba1700fd2b.csv,3370000000,ft3 (total for entire model),781.11755,feet (monthly average),18.122799,cfs,2,1.5,1,2,2,1,1.1,0.9,2,1.9,2
8993141c97b21216a7cd7249062510ca.csv,3240000000,ft3 (total for entire model),781.82556,feet (monthly average),18.060581,cfs,1.9,1.9,2,2,0.5,2,2,0.7,2,1.9,1.9
8996427c7d66bc452848525f760a93bb.csv,3220000000,ft3 (total for entire model),781.8992,feet (monthly average),18.090313,cfs,2,1.9,2,2,1.5,1.9,1.9,0.7,1.9,1.9,1.9
899cb0455a26cffa31250ab4aeafba79.csv,3120000000,ft3 (total for entire model),782.4361,feet (monthly average),18.30425,cfs,2,1.9,1.9,1.9,1.9,1.4,2,0.6,2,1.9,2
89a4ab3c6b15075cf420d6f37b3b58b5.csv,3160000000,ft3 (total for entire model),781.82916,feet (monthly average),18.283321,cfs,1.9,1.5,1.4,2,1.9,1.8,1.9,0.6,1.9,2,2
89a4cf2b7102d56443b757527ecd61bb.csv,2630000000,ft3 (total for entire model),785.17535,feet (monthly average),18.791773,cfs,1.9,1.9,1.9,1.9,1.9,1.9,2,0.6,1.9,1.9,1.4
89a50cb37f9bd7ca0430b3f49c8d542c.csv,3630000000,ft3 (total for entire model),779.32306,feet (monthly average),17.323498,cfs,2,1.5,2,2,1.9,2,1.9,1.1,2,2,1.8
89a627c31c35d40746746918743c21b2.csv,3100000000,ft3 (total for entire model),782.0394,feet (monthly average),18.33174,cfs,1.9,1.5,2,2,1.9,2,2,0.6,0.9,1.9,1.9
89a9ae6828294f2fdb7ce3ede5ef32b3.csv,3010000000,ft3 (total for entire model),783.2492,feet (monthly average),18.549728,cfs,2,1.9,2,2,1.9,0.5,1.9,0.7,2,1.9,1.9
89ab45102ea06c57dc58d07b17fe3d78.csv,3210000000,ft3 (total for entire model),781.9626,feet (monthly average),18.135075,cfs,2,1.8,1.9,1.9,1.9,2,2,0.6,1.9,1.9,2
89b6302f4c9abb99bf47b60f883da6b1.csv,3370000000,ft3 (total for entire model),781.97205,feet (monthly average),18.101534,cfs,0.8,1.5,2,2,2,1.1,2,1,2,1.9,1.8
89b9b9d890cbf69fa38689691c0c3350.csv,3160000000,ft3 (total for entire model),781.81616,feet (monthly average),18.2218,cfs,1.9,1.5,2,2,1.9,2,0.8,0.7,2,1.9,1.9
89ba16ca1b13e22f7c5a6ee311ba99da.csv,3080000000,ft3 (total for entire model),783.71655,feet (monthly average),18.332705,cfs,0.8,1.9,1.9,1.9,1.9,2,1.9,0.5,1.9,2,2
89c6db21f07eb29f5f8998718c25655a.csv,3270000000,ft3 (total for entire model),781.4389,feet (monthly average),18.242754,cfs,2,1.5,1,1.1,2,1,2,0.8,1.9,1.9,2
89cf064eedea32619230ecd9a78b9c71.csv,3300000000,ft3 (total for entire model),781.1349,feet (monthly average),18.094124,cfs,1.9,1.4,1.9,2,2,1.7,2,0.8,2,2,1.9
89d0419637dad96a1975ed5b33992b78.csv,3200000000,ft3 (total for entire model),783.0766,feet (monthly average),18.183422,cfs,0.9,1.9,2,2,2,1.9,2,0.6,2,2,2
89da91c3e8b137f83ee6cd9c17ae1051.csv,3190000000,ft3 (total for entire model),783.41174,feet (monthly average),18.232693,cfs,0.5,1.8,1.9,1.9,1.9,1.9,2,0.6,1.9,1.9,2
89e0157c40167fc54dd200c078ff0894.csv,3110000000,ft3 (total for entire model),782.831,feet (monthly average),18.253603,cfs,2,1.9,0.6,2,1.9,2,1.9,0.6,1.9,1.9,1.9
89e6d5775d5cba354d7b39b6837e9a61.csv,3340000000,ft3 (total for entire model),781.34576,feet (monthly average),18.196205,cfs,1.9,0.7,2,2,1.9,1.5,2,0.8,2,2,2
89e95a9169e9944e521799bf3494865d.csv,3070000000,ft3 (total for entire model),782.98895,feet (monthly average),18.31318,cfs,1.9,1.9,0.7,1.9,1.9,2,1.9,0.5,1.9,1.9,2
89e9bf55a65a6cfc4c46881ee1260089.csv,1950000000,ft3 (total for entire model),788.23914,feet (monthly average),19.61474,cfs,2,1.5,1.9,2,1.9,1.9,2,0.6,2,1.9,0.7
89e9d091a883c23c34f01a094744dc45.csv,3320000000,ft3 (total for entire model),780.78674,feet (monthly average),18.091444,cfs,2,1.5,2,0.8,1.9,1.4,1.9,0.8,2,2,2
89ed6e7fc78dd836265659056ff6d5ef.csv,3410000000,ft3 (total for entire model),780.46106,feet (monthly average),17.884005,cfs,1.9,1.5,2,2,2,1.8,1.9,0.8,2,2,2
89eed0d0451a4bd04a32a1f9ecaa31df.csv,2990000000,ft3 (total for entire model),783.4001,feet (monthly average),18.599356,cfs,1.9,1.9,2,2,2,0.5,2,0.6,2,2,2
8a03d29fcfb1c097b99185ba46cd3670.csv,4700000000,ft3 (total for entire model),774.4692,feet (monthly average),15.5531645,cfs,1.9,1.8,2,2,2,1.9,2,1.8,1.9,2,2
8a18906887a3bd1d8fb8a253a62f9a3c.csv,3270000000,ft3 (total for entire model),781.1385,feet (monthly average),18.212545,cfs,2,1.5,2,1,2,1,2,0.8,2,2,2
8a191a1d87cdb09199ec4bcaa3fa189a.csv,3380000000,ft3 (total for entire model),780.8754,feet (monthly average),18.06206,cfs,1.9,1.2,1.9,2,2,1.6,2,0.8,2,2,2
